,ids,growth,status
481,{'BSU27220'},0.6241848146320934,optimal
482,{'BSU30800'},0.0,optimal
483,{'BSU27860'},0.0,optimal
484,{'BSU17610'},0.6241848146320924,optimal
485,{'BSU13170'},0.6241848146320924,optimal
486,{'BSU13550'},0.6241848146320924,optimal
487,{'BSU38290'},0.6241848146320924,optimal
488,{'BSU02090'},0.6241848146320924,optimal
489,{'BSU33700'},0.6241848146320924,optimal
490,{'BSU30970'},0.6241848146320924,optimal
491,{'BSU38050'},0.6241848146320924,optimal
492,{'BSU35609'},0.6241848146320924,optimal
493,{'BSU27250'},0.6241848146320879,optimal
494,{'BSU39370'},0.6241848146320979,optimal
495,{'BSU30980'},0.6241848146320979,optimal
496,{'BSU35960'},0.6241848146320979,optimal
497,{'BSU07810'},0.6241848146320979,optimal
498,{'BSU30240'},0.6241848146320979,optimal
499,{'BSU22490'},0.0,optimal
500,{'BSU22760'},0.0,optimal
501,{'BSU16530'},0.6241848146320907,optimal
502,{'BSU40320'},0.6241848146320852,optimal
503,{'BSU23070'},0.0,optimal
504,{'BSU26690'},0.6241848146320974,optimal
505,{'BSU25580'},0.6241848146320923,optimal
506,{'BSU24080'},0.6241848146320932,optimal
507,{'BSU24270'},0.0,optimal
508,{'BSU39980'},0.624184814632099,optimal
509,{'BSU28780'},0.624184814632099,optimal
510,{'BSU08860'},0.624184814632099,optimal
511,{'BSU15180'},0.0,optimal
512,{'BSU38590'},0.6241848146320914,optimal
513,{'BSU27870'},0.0,optimal
514,{'BSU31100'},0.6241848146320972,optimal
515,{'BSU32510'},0.6241848146320972,optimal
516,{'BSU28440'},0.6070729632858547,optimal
517,{'BSU09130'},0.6241848146320984,optimal
518,{'BSU39260'},0.6241848146320933,optimal
519,{'BSU03930'},0.6241848146320933,optimal
520,{'BSU04570'},0.0,optimal
521,{'BSU03820'},0.6241848146320941,optimal
522,{'BSU32470'},0.6241848146320941,optimal
523,{'BSU24090'},0.6241848146320941,optimal
524,{'BSU21870'},0.0,optimal
525,{'BSU29190'},0.6105679518282409,optimal
526,{'BSU33180'},0.6241848146320944,optimal
527,{'BSU22870'},0.6241848146320933,optimal
528,{'BSU33800'},0.6241848146320934,optimal
529,{'BSU04030'},0.6241848146320934,optimal
530,{'BSU00180'},0.624184814632088,optimal
531,{'BSU12940'},0.6241848146320933,optimal
532,{'BSU28270'},0.0,optimal
533,{'BSU33710'},0.6241848146320912,optimal
534,{'BSU14920'},0.5016039793981633,optimal
535,{'BSU30300'},0.6241848146320875,optimal
536,{'BSU12360'},0.6241848146320875,optimal
537,{'BSU17460'},0.0,optimal
538,{'BSU31150'},0.0,optimal
539,{'BSU02460'},0.6241848146320933,optimal
540,{'BSU15530'},0.0,optimal
541,{'BSU12950'},0.6241848146320988,optimal
542,{'BSU27060'},0.6241848146320981,optimal
543,{'BSU08850'},0.6241848146320981,optimal
544,{'BSU29690'},0.6241848146320981,optimal
545,{'BSU15350'},0.6241848146320981,optimal
546,{'BSU22100'},0.6241848146320981,optimal
547,{'BSU03270'},0.6241848146320981,optimal
548,{'BSU15480'},0.6241848146320981,optimal
549,{'BSU06490'},0.0,optimal
550,{'BSU17380'},0.0,optimal
551,{'BSU36880'},0.15518577414191534,optimal
552,{'BSU09540'},0.0,optimal
553,{'BSU10220'},0.6241848146320986,optimal
554,{'BSU15570'},0.0,optimal
555,{'BSU06160'},0.6241848146320962,optimal
556,{'BSU02400'},0.6241848146320977,optimal
557,{'BSU36900'},0.0,optimal
558,{'BSU22110'},0.624184814632097,optimal
559,{'BSU30270'},0.6241848146321011,optimal
560,{'BSU01580'},0.6241848146321011,optimal
561,{'BSU02390'},0.6241848146321011,optimal
562,{'BSU25420'},0.6241848146321011,optimal
563,{'BSU39270'},0.6241848146321011,optimal
564,{'BSU31400'},0.0,optimal
565,{'BSU05340'},0.6241848146320884,optimal
566,{'BSU16670'},0.6241848146320884,optimal
567,{'BSU03830'},0.6241848146320884,optimal
568,{'BSU22370'},0.0,optimal
569,{'BSU22650'},0.0,optimal
570,{'BSU10010'},0.6241848146320972,optimal
571,{'BSU30780'},0.0,optimal
572,{'BSU17410'},0.6241848146320907,optimal
573,{'BSU05830'},0.6241848146320907,optimal
574,{'BSU14890'},0.5016039793981635,optimal
575,{'BSU11640'},0.6241848146320988,optimal
576,{'BSU08460'},0.6241848146320875,optimal
577,{'BSU28150'},0.6241848146320875,optimal
578,{'BSU38110'},0.6241848146320875,optimal
579,{'BSU23260'},0.6241848146320875,optimal
580,{'BSU31322'},0.6241848146320934,optimal
581,{'BSU10870'},0.6241848146320875,optimal
582,{'BSU35790'},0.6241848146320875,optimal
583,{'BSU33810'},0.6241848146320875,optimal
584,{'BSU38510'},0.0,optimal
585,{'BSU11250'},0.0,optimal
586,{'BSU38750'},0.6241848146320986,optimal
587,{'BSU32460'},0.6241848146320986,optimal
588,{'BSU32110'},0.6241848146320986,optimal
589,{'BSU14000'},0.0,optimal
590,{'BSU37110'},0.6241848146320988,optimal
591,{'BSU28680'},0.6241848146320988,optimal
592,{'BSU35760'},0.0,optimal
593,{'BSU33380'},0.6241848146320934,optimal
594,{'BSU01770'},0.0,optimal
595,{'BSU30290'},0.6241848146320875,optimal
596,{'BSU24280'},0.0,optimal
597,{'BSU15630'},0.6241848146320977,optimal
598,{'BSU30430'},0.6241848146320926,optimal
599,{'BSU02760'},0.6241848146320926,optimal
600,{'BSU01620'},0.6241848146320926,optimal
601,{'BSU31760'},0.6241848146320926,optimal
602,{'BSU03290'},0.6241848146320926,optimal
603,{'BSU00120'},0.6241848146320926,optimal
604,{'BSU37100'},0.6241848146320963,optimal
605,{'BSU22610'},0.0,optimal
606,{'BSU08090'},0.6241848146321065,optimal
